,Index,Headline,Sentiment_label,processed_text
270,270,UK construction sector rebounds amid plan for stamp duty holiday,POS,uk construction sector rebound amid plan stamp duty holiday
271,271,Hollywood stars to be exempt from UK's coronavirus quarantine rules,POS,hollywood uk star exempt coronavirus quarantine rule
272,272,"Pret a Manger to close 30 stores and could cut more than 1,000 jobs",NEG,pret manger close store could cut job
273,273,UK’s big accountancy firms told to split off audit arms by 2024,NEU,uk big accountancy firm told split audit arm
274,274,Only bold state intervention will save us from a future owned by corporate giants,NEG,bold state intervention save u future owned corporate giant
275,275,Lloyds chief António Horta-Osório to step down next year,NEU,lloyds antónio chief step next year
276,276,Scammers can create fake business ads on Google 'within hours',NEG,google scammer create fake business ad hour
277,277,Thames Water former boss handed £2.8m since being sacked,NEG,thames water former bos handed since sacked
278,278,Lifting of lockdown in England: how do you feel reopening has gone?,NEU,england lifting lockdown feel reopening gone
279,279,"Economics viewpoint Fifteen years after the G8, the UK closed in dire need of aid",NEG,fifteen uk economics viewpoint year closed dire need aid
280,280,Evening footfall on England's high streets soars as pubs reopen,POS,england evening footfall high street soar pub reopen
281,281,'They've been missed': Cornwall welcomes first tourists of summer,POS,missed cornwall welcome first tourist summer
282,282,"For small business owners, the pandemic proves it: millennials were right",POS,small business owner pandemic prof millennials right
283,283,"Honey, I shrunk the shopping: the rise of mini products as children's toys",POS,honey shrunk shopping rise mini product child toy
284,284,Travel agents resort to hardline tactics to get out of a refund,NEG,travel agent resort hardline tactic get refund
285,285,Wouldn’t it be great for British town centres if people could just move into closed shops?,POS,wouldn british great town centre people could move closed shop
286,286,"Notebook Have a heart, KitKat, don't break with Fairtrade",NEG,notebook kitkat fairtrade heart break
287,287,Business leader Big closed from deal,NEG,business big leader closed deal
288,288,Hidden gems from the world of research We might never get over the fear that the pandemic induced,NEU,hidden gem world research might never get fear pandemic induced
289,289,Sunak considers £500 vouchers for all UK adults to spend in Covid-hit firms,POS,sunak considers voucher uk adult spend firm
290,290,Donald Trump rushed to reopen America – now Covid is closing in on him,NEG,donald trump america covid rushed reopen closing
291,291,The Observer view on the reopening of the economy,NEU,observer view reopening economy
292,292,Letters: recovery plan must not endanger the Earth,NEG,earth letter recovery plan must endanger
293,293,I left my heart in the Luton airport branch of Bella Italia,NEU,luton bella italia left heart airport branch
294,294,Observer business agenda Rolls-Royce faces a long haul back to high-flier status,NEG,observer business agenda face long haul back status
295,295,"Huawei could be cut out of UK's 5G network this year, NET reports say",NEG,huawei uk net could cut network year report say
296,296,The Bank of England has many battles ahead. Inflation will not be one of them,NEU,bank england many battle ahead inflation one
297,297,"VAT, NICs … what will Rishi Sotak’s summer statement target?",NEU,nics sotak vat rishi summer statement target
298,298,"The Covid crisis has struck Rishi Sunak a star, but it could yet undo him",NEG,covid rishi sunak crisis struck star could yet undo
299,299,English pubs pour first pints for customers since lockdown began,POS,english pub pour first pint customer since lockdown began
300,300,Debt: 'The first step towards change is admitting you have a problem',NEG,debt first step towards change admitting problem
301,301,Boohoo booms as Leicester garment factories are linked to lockdown,NEG,boohoo leicester boom garment factory linked lockdown
302,302,"England eases lockdown: how pubs, hairdressers and restaurants will work",POS,england eas lockdown pub hairdresser restaurant work
303,303,Banking apps: what do they offer – and how is your cash protected?,NEU,banking apps offer cash protected
304,304,UK manufacturers to export surplus medical ventilators,POS,uk manufacturer export surplus medical ventilator
305,305,"Leicester residents could be fined up to £3,200 for breaching new lockdown laws",NEG,leicester resident could fined breaching new lockdown law
306,306,Queenstown: a tourist town with no tourists fights despair among stranded workers,NEG,queenstown tourist town tourist fight despair among stranded worker
307,307,"Struggling retailers paid less than a third of June rent, says malls owner",NEG,struggling retailer paid less third june rent say mall owner
308,308,Mission impossible? How to shoot a blockbuster in the coronavirus era,NEU,mission impossible shoot blockbuster coronavirus era
309,309,"Amid the havoc wreaked by coronavirus, there is another danger we've forgotten",NEG,amid havoc wreaked coronavirus another danger forgotten
310,310,"Gin, cheese and coffee: Britons flock to subscription services in lockdown",POS,gin cheese coffee briton flock subscription service lockdown
311,311,‘A bit of trepidation’: Lake District prepares to reopen to visitors,NEU,lake district bit trepidation prepares reopen visitor
312,312,"Business live UK service sector slump levels off, as China growth surges - as it happened",POS,business uk china live service sector slump level growth surge happened
313,313,UK waste firm Biffa loses appeal after exporting dirty waste to China,NEG,biffa china uk waste firm loses appeal exporting dirty waste
314,314,Poundstretcher could close half its stores under rescue deal,NEG,poundstretcher could close half store rescue deal
315,315,Socially distanced outdoor music venue to open in Newcastle in August,POS,newcastle august socially distanced outdoor music venue open
316,316,Tenby residents feel mixed emotions about tourists' return,NEU,tenby resident feel mixed emotion tourist return
317,317,China's stock market closes at highest level in five years,POS,china stock market close highest level five year
318,318,Some small businesses can't get past their own prejudice. Let them fold,NEG,small business ca get past prejudice let fold
319,319,UK car loans and pawnbroker payments freeze extended,POS,uk car loan pawnbroker payment freeze extended
320,320,Holidaymakers offered little or no coronavirus-related insurance,NEG,holidaymaker offered little insurance
321,321,Nils Pratley on finance Why the secrecy around financial terms of Covid-19 loan to Celsa Steel UK?,NEG,nils pratley celsa steel uk finance secrecy around financial term loan
322,322,Barclays: Qataris spoke to Gordon Brown to 'defuse 2008 bailout pressure',NEU,qataris gordon brown barclays spoke bailout pressure
323,323,Unions say Coalition's 'demonising' of unemployed is groundwork for Covid-19 welfare cuts,NEG,coalition union say unemployed groundwork welfare cut
324,324,Mark Zuckerberg: advertisers' boycott of Facebook will end 'soon enough',NEU,mark zuckerberg facebook advertiser boycott end enough
325,325,Behind the 4.8m jobs that returned: key takeaways from June’s US jobs report,POS,us behind job returned key takeaway june job
326,326,Luton airport to make up to 250 staff redundant,NEG,luton airport make staff redundant
327,327,"Bella Italia owner falls into administration, with loss of 1,900 jobs",NEG,bella italia owner fall administration loss job
328,328,Boris ‘the Builder’ Johnson has found a new scapegoat: the humble newt,NEG,boris builder johnson found new scapegoat humble newt
329,329,Business live Markets rally as US unemployment rate falls to 11.1% - as it happened,POS,markets us business live rally unemployment rate fall happened
330,330,Tobacco firm funded attack on council quit-smoking services,NEG,tobacco firm funded attack council service
331,331,"$10bn of precious metals dumped each year in electronic waste, says UN",NEG,precious metal dumped year electronic waste say un
332,332,Revealed: raw sewage poured into Olympic Park wildlife haven,NEG,park revealed raw sewage poured olympic wildlife
333,333,UK gives go-ahead to giant windfarm project off Norfolk coast,POS,norfolk uk give giant windfarm project coast
334,334,US employers take back 4.8m workers as coronavirus threatens economic recovery,POS,us employer take back worker coronavirus threatens economic recovery
335,335,Jordan bans smoking and vaping in indoor public spaces,NEU,jordan ban smoking vaping indoor public space
336,336,UK government development bank to end fossil fuel financing,POS,uk government development bank end fossil fuel financing
