,0
495,Sears Chair Lampert makes $4.4 billion bid to keep retailer alive
496,U.S. retirees try to keep cool as stocks tumble
497,Dick's Sporting Goods to end U.S. Olympic sponsorship
498,Britain's HMV faces the music as retailer calls in administrators
499,"Wall Street rally pauses, but stocks mint weekly gain"
500,Is China buying U.S. soy? Washington shutdown keeps traders guessing
501,Tesla names close Musk friend Larry Ellison to board
502,Equities markets limp to finish line after volatile week
503,Wells Fargo to pay $575 million in settlement with U.S. states
504,Oil prices steady near year-and-a-half lows ahead of New Year
505,"Yankees in talks with Amazon, Sinclair to bid for Yes Network: WSJ"
506,Dell returns to market with NYSE listing
507,Take Five: The Year of the Bear! World markets themes for the week ahead
508,Citi cuts Q1 iPhone production estimates on weak demand
509,HKMA fines JPMorgan Hong Kong branch over anti-money laundering lapses
510,U.S. pending home sales fall unexpectedly in November
511,Nissan to make fewer cars in China in months ahead as demand slows: source
512,Germany paves way for upgrading exhaust systems on older diesel cars
513,Tough to stop Nord Stream 2 now it's being built - EU's Oettinger
514,Rosneft to buy at least 6 million tonnes of oil for $2 billion in 2019
515,Third prototype of China's C919 jet completes first test flight
516,Rusal appoints independent director as new board chairman
517,Mexico says military to play larger role in fighting fuel theft
518,"Exclusive: White House mulls new year executive order to bar Huawei, ZTE purchases"
519,Green Growth to launch hostile bid for pot producer Aphria
520,Fed survey points to a scaling back of bets on emerging market gains
521,Wall Street roars back late to keep rally going
522,Lockheed Martin wins $712 million U.S. defense contract: Pentagon
523,Second dramatic day for global stocks ends on high note
524,Exclusive: Chile to delay arbitration with top lithium producer Albemarle
525,Exclusive: Foxconn to begin assembling top-end Apple iPhones in India in 2019 - source
526,New Mexico oil producers brace for tighter regulation as output jumps
527,Venezuela cocoa growers fear new pest: the government
528,Renault union calls for more transparency over Dutch holding
529,FDA chief to meet e-cigarette makers amid crackdown
530,France's Vinci in $3.7 billion swoop on UK's Gatwick airport
531,Drop in U.S. consumer confidence stokes fears of economic slowdown
532,U.S. government advises workers on staving off creditors amid shutdown
533,Exclusive: New allegations against Ghosn concern payments to Saudi businessman - sources
534,U.S. regulator SEC to operate on partial basis due to federal shutdown
535,China's Sinopec suspends top officials at trading arm
536,Tesla sets up Shanghai financial leasing unit as China plans accelerate
537,"China says direct trade talks with U.S. in January, pledges more opening"
538,"China's draft foreign investment law bans forced tech transfer, emphasizes reciprocity"
539,"No Uber or Airbnb in South Korea: Red tape, risk-aversion hobble start-ups"
540,Japan's Nomura aims for increased deal-related business in U.S. push: CEO
541,Activist fund Argyle asks Toshiba to exit TEC business to boost margins
542,U.S. Commerce Department won't publish economic data during shutdown: WSJ
543,Most shorted stocks log record gain as Wall Street surges
544,Ex-Insys CEO to plead guilty to opioid kickback scheme
545,Dow notches record point surge in dramatic rebound
546,"In Japan, a scramble for new workers disrupts traditional hiring"
547,Exxon continues drilling offshore Guyana as Venezuela lodges complaint
548,General Dynamics among those winning Pentagon contracts
549,"South Korea's SK Innovation bets on Europe, China electric vehicle demand"
550,U.S. trade delegation to travel to China week of January 7 for talks -Bloomberg
551,JPMorgan to pay more than $135 million for improper handling of ADRs
552,Global stocks and oil rebound after pre-holiday thumping
553,"India tightens e-commerce rules, likely to hit Amazon, Flipkart"
554,Oil surges 8 percent after steep slide; growth fears still weigh
555,Special Report: Oil output goes AWOL in Venezuela as soldiers run PDVSA
556,U.S. holiday shopping season best in six years: report
557,Morgan Stanley unit to pay $10 million fine for anti-money laundering violations
558,Lawsuit against Boeing over Lion Air crash demands Chicago jury trial
559,Facebook shares could hit $160 in 2019: Citron
560,Rusal board chairman quits as part of U.S. sanctions waiver deal
561,Iran says private exporters had no problem selling its oil
562,Trump praises Treasury Secretary Mnuchin but hits Fed again on rate rises
563,Buying and holding volatility usually hurts; then came 2018
564,"German industry views Brexit, Trump as biggest risks to economy"
565,Former Sinochem chief sentenced to 12 years for graft - state media
566,Nissan's Kelly examined at Japanese hospital after securing bail
567,Nissan's Kelly released on bail as Tokyo court rejects prosecutors' plea
568,Russia's energy minister sees oil prices stabilizing in first-half 2019
569,"Tokyo court OKs release of Nissan's Kelly, rejecting prosecutors' appeal"
570,Intel to get 700 million shekel grant for Israel expansion
571,Talks to get Russian automaker GAZ off U.S. sanctions list ongoing: Siluanov
572,"Guyana, Exxon in talks after Venezuela dispute halts marine survey"
573,Trump calls Fed 'only problem' in U.S. economy; markets slump
574,China trade steps seen as good start but leave core U.S. demands untouched
575,Oil plunges 6 percent as economic slowdown fears grip market
576,"Wall Street selloff worsens on Mnuchin move, Washington drama"
577,Rate futures market says Fed is all but done with hikes
578,Markets not merry as stock losses extend into eighth day
579,Explainer: 'Plunge Protection Team' to convene amid Wall Street rout
580,U.S. financial regulators tell Treasury nothing out of ordinary in markets
581,U.S. Treasury was not concerned on liquidity ahead of call with bankers: CNBC
582,Trump says: 'The only problem our economy has is the Fed'
583,"Top Trump official calls bankers, will convene 'Plunge Protection Team'"
584,Norwegian Air shores up its balance sheet
585,U.S. regional bank Cadence offers more shares to buy State Bank
586,Hyundai sees Russia auto market growth slowing in 2019
587,Japan court extends Ghosn detention by 10 days
588,AXA's Swiss employees mistakenly get double December pay
589,Bike-sharing firm Ofo's dramatic fall a warning to China's tech investors
590,South Korea to file complaint against BMW for 'delayed' response to engine fires
591,Asian markets a reluctant spectator to U.S. political theater
592,Index futures little changed ahead of holiday-shortened week
593,Trump advisers have discussed arranging meeting with Fed's Powell: WSJ
594,Venezuela navy confronts Exxon oil ship in Guyana border dispute
595,Australia's MYOB recommends KKR's lower buyout offer
596,Elon Musk says Tesla to pay customers for missed tax credits
597,"Kraft Heinz, Mondelez make the cut in Campbell Soup's international business auction: sources"
598,Tesla cuts Model 3 prices in China
599,Apple to pull some iPhones in Germany as Qualcomm extends global wins
600,Trump has discussed firing Fed Chairman Powell: sources
601,Mnuchin says Trump told him he 'never suggested firing' Fed chairman
602,Judge accepts CVS offer on Aetna while reviewing consent decree
603,"As FAANG stocks falter, fund managers make bets on survivors"
604,VW says diesel scandal cleanup to cost 2 billion euro in 2019: paper
605,Brazil judge overturns injunction that blocked Embraer-Boeing deal
606,Online clothing retailers hunt for better fit to cut costly returns
607,Credit Suisse chairman says on track to boost equity return: media
608,Malaysia seeks $7.5 billion in reparations from Goldman Sachs: FT
609,JD.com CEO will not face assault charges in Minnesota
610,Nasdaq confirms bear market; economic worries sink Wall Street
611,Incoming Campbell Soup CEO Clouse to be paid up to $7.4 million in 2019
612,"Nasdaq in bear market, first of the three major U.S. indexes"
613,China's HNA in talks to sell Ingram Micro to Apollo Global: source
614,Factbox: Past Nasdaq bear markets lasted long and cut deep
615,"Wells Fargo moves jobs abroad after U.S. layoffs, government says"
616,Automakers boost Takata air bag recall completion rates
617,Boeing heads for expected 2018 plane order victory over Airbus
618,Goldman Sachs CEO to employees: our compliance is strong
619,Dollar rallies from post-Fed losses as U.S. shutdown likely
620,Citi regional executives get new responsibilities in 2019
621,"Williams soothes markets, says Fed listening and could change policy"
622,Biotech swoon adds to Nasdaq's pain as bear market looms ever closer
623,U.S. third-quarter growth trimmed; business spending slowing
624,Global stock indexes slide as U.S. government shutdown looms
625,"Exclusive: Mitsui, Saudi Aramco, Russia's RDIF in talks to buy Arctic LNG 2 stakes - sources"
626,EU watchdog to rule on data exchange among market regulators
627,Nike shares rise as strong quarterly results allay China demand concerns
628,French court fines oil group Total in Iran bribery case
629,Zynga buys Empires & Puzzles gamemaker in largest deal to date
630,Lab-grown diamond prices slide as De Beers fights back
631,Exclusive: Global traders halt new Iran food deals as U.S. sanctions bite - sources
632,"U.S. auto sales seen falling 1 percent in Dec - J.D. Power, LMC"
633,U.S. third-quarter economic growth revised down to 3.4 percent
634,Take Five: Bear-y Christmas! World markets themes for the week ahead
635,"Political stumbles, savvy activists knock Canada's oil sector to its knees"
636,Exclusive: Nigerian energy sector's crippling debts delay next power plant
637,Volkswagen to write off Gett investment - Spiegel
638,"Ford recalling 874,000 pickup trucks in North America for fire risks"
639,Tencent shares spike as China watchdog flags video game approvals
640,"Futures extend slide on growth fears, government shutdown threat"
641,Foxconn to build $9 billion chip plant in China with local govt: Nikkei
642,German retailer Kaufland drops Unilever products over price rises
643,"Want to sue Venezuela for millions? These firms can help, for a price"
644,"Ghosn re-arrested on fresh allegations, likely to spend Christmas in detention"
645,"Japan Inc exit from nuclear exports would leave field to Russia, China"
646,SoftBank's Vision Fund nearing $1.5 billion investment in SE Asia's Grab: source
647,Explainer: Arrested again: What are the new allegations against Nissan's Ghosn?
648,Massages and free fish help east Europe tackle labor shortages
649,Toshiba has no immediate plans to sell memory chip stake: CEO
